drug_mapped,pt,a,b,c,d,PRR,PRR_L,PRR_H,ROR,ROR_L,ROR_H
Canagliflozin,Back pain,5,166,380,25717,2.193243284539926,0.9579859301862338,5.021280536181102,2.2326597293745785,0.9490875424578954,5.252170368037579
Canagliflozin,Balance disorder,2,169,123,25974,3.0715092740796535,0.8861071345587507,10.646759125187714,3.1020625082106217,0.8788806601845776,10.948917459197528
Canagliflozin,Bladder disorder,1,170,12,26085,18.207906976744187,3.3698649518268526,98.38016692450637,18.359296187683285,3.3528824174895195,100.52954876940164
Canagliflozin,Bladder pain,1,170,5,26092,41.381606765327696,6.8459285295838175,250.13953491920535,41.73687016795521,6.818882807737064,255.46213075259533
Canagliflozin,Bladder tamponade,2,169,0,26097,758.6627906976744,36.555906940541284,15744.903578109963,769.8377581120944,36.818736083619164,16096.429069946487
Canagliflozin,Blindness transient,2,169,31,26066,12.042266519010706,3.3511921820786945,43.273013016202135,12.205131806901719,3.337311767324578,44.63629795764181
Canagliflozin,Blister,1,170,99,25998,2.287425499590978,0.45935264759580735,11.390628623921735,2.2987518236343005,0.45520729590789794,11.608469359267884
Canagliflozin,Blood albumin decreased,1,170,14,26083,15.696471531676021,2.9419236467027066,83.74765906003589,15.825766002629184,2.926581740642584,85.57931804596785
Canagliflozin,Blood alkaline phosphatase increased,1,170,28,26069,7.985924112607099,1.5568022073449967,40.965373527496915,8.047383855533262,1.547356478907145,41.852273733351915
Canagliflozin,Blood cholesterol abnormal,3,168,11,26086,46.179474216380186,14.08979414397348,151.35379673474213,47.11792026835247,14.10580105527911,157.3890346045924
Canagliflozin,Blood cholesterol increased,2,169,98,25999,3.8510801558257586,1.1074894500961694,13.39138568345469,3.893131485557702,1.0995647295221702,13.784065964381341
Canagliflozin,Blood creatine increased,1,170,13,26084,16.859173126614984,3.14141218231736,90.47896360531219,16.998696643857933,3.1252947743905786,92.45709875358952
Canagliflozin,Blood creatine phosphokinase increased,1,170,26,26071,8.588635366388766,1.6691011052865574,44.194241572993114,8.655397554362862,1.6591442236521152,45.153342160433404
Canagliflozin,Blood creatinine increased,3,168,143,25954,3.700794100964266,1.2954246784415684,10.572499664132096,3.756893681696461,1.2871923369097098,10.96514462590437
Canagliflozin,Blood glucose abnormal,1,170,117,25980,1.9370113805047007,0.38970136256604154,9.62791883379387,1.9452548823859737,0.38591102259277466,9.805411962641658
Canagliflozin,Blood glucose increased,3,168,799,25298,0.6642450950448683,0.2349699894400327,1.8777782956140934,0.6572709575532185,0.22752691253010235,1.898698957582741
Canagliflozin,Blood growth hormone increased,1,170,2,26095,91.03953488372093,12.092377694342721,685.4067182934399,91.8316715542522,12.062289694315801,699.125631547551
Canagliflozin,Blood lactic acid increased,3,168,30,26067,17.4119329012581,5.819541382400949,52.096099578354426,17.752833584667023,5.812887127107627,54.217997596265036
Canagliflozin,Blood potassium abnormal,1,170,5,26092,41.381606765327696,6.8459285295838175,250.13953491920535,41.73687016795521,6.818882807737064,255.46213075259533
Canagliflozin,Blood potassium increased,1,170,38,26059,5.911658109332528,1.1648839331851613,30.001016072115426,5.9548691777430784,1.1572676118003533,30.641544412418945
Canagliflozin,Blood pressure abnormal,1,170,52,26045,4.335215946843854,0.861291744145192,21.82082602500953,4.364558022622539,0.8551410437123969,22.276286318968335
Canagliflozin,Blood pressure decreased,3,168,134,25963,3.9484308809544397,1.3809290546025086,11.289578106648037,4.0096742523689235,1.3726525737775723,11.712714431347083
Canagliflozin,Blood pressure diastolic abnormal,1,170,10,26087,21.676079734219268,3.9430883778650667,119.15848381228187,21.857980728948473,3.924043650098504,121.75484376558597
Canagliflozin,Blood pressure diastolic decreased,2,169,32,26065,11.671735241502683,3.252849209624906,41.88002417838624,11.829135466303608,3.2391873011897725,43.19862757820929
Canagliflozin,Blood pressure diastolic increased,1,170,10,26087,21.676079734219268,3.9430883778650667,119.15848381228187,21.857980728948473,3.924043650098504,121.75484376558597
Canagliflozin,Blood pressure fluctuation,1,170,42,26055,5.3552667578659365,1.0583054978736481,27.098868999098723,5.393582887700535,1.0511988777247339,27.673865510074982
Canagliflozin,Blood pressure increased,6,165,351,25746,2.8058652287538455,1.3106033879564607,6.007064955177282,2.876790449218498,1.3046208010898483,6.343546938544337
Canagliflozin,Blood pressure systolic abnormal,1,170,14,26083,15.696471531676021,2.9419236467027066,83.74765906003589,15.825766002629184,2.926581740642584,85.57931804596785
Canagliflozin,Blood pressure systolic decreased,1,170,13,26084,16.859173126614984,3.14141218231736,90.47896360531219,16.998696643857933,3.1252947743905786,92.45709875358952
Canagliflozin,Blood pressure systolic increased,1,170,66,26031,3.422538905403042,0.6832205062145355,17.14493703343157,3.443851564394858,0.6779491172168559,17.49410582061605
Canagliflozin,Blood triglycerides increased,1,170,40,26057,5.619724375538329,1.109040505158727,28.476238613575,5.660367111980015,1.1016905993081063,29.08235385007993
Canagliflozin,Blood urea nitrogen/creatinine ratio,1,170,0,26097,455.1976744186046,18.607769331281133,11135.398290206564,459.19354838709677,18.63915296480507,11312.67688389497
Canagliflozin,Blood urine present,1,170,34,26063,6.597067745197169,1.295326879118258,33.59870279565746,6.646308810404182,1.287093827550943,34.320280198459635
Canagliflozin,Body temperature decreased,2,169,23,26074,16.14176150420584,4.420161026621286,58.94727881844333,16.36509131990209,4.404155381478448,60.80989218387438
Canagliflozin,Brain natriuretic peptide abnormal,1,170,1,26096,151.7325581395349,15.86124548095679,1451.5108052018197,153.05865102639297,15.84102990005985,1478.8780023659099
Canagliflozin,Brain oedema,1,170,7,26090,30.346511627906978,5.291110906275103,174.04866091363166,30.604692082111438,5.267836232901846,177.8049157243621
Canagliflozin,Bronchitis,1,170,119,25978,1.9045927799941618,0.3832445513904047,9.46516693960939,1.9125510742463099,0.37948723391147016,9.638931918468822
Canagliflozin,Bundle branch block right,1,170,4,26093,50.577519379844965,8.018045152500903,319.04104029904363,51.01368523949169,7.9889718289630585,325.7485615707465
Canagliflozin,Burning sensation,1,170,69,26028,3.2748034130834864,0.6542351305220587,16.39217598386313,3.2948163463364204,0.6491082441254934,16.724197935139617
Canagliflozin,Burns second degree,1,170,23,26074,9.685056902523502,1.8715944538109066,50.11786982704699,9.761465027765645,1.860730590964093,51.209025073813336
Canagliflozin,C-reactive protein abnormal,1,170,30,26067,7.462256957682043,1.4586574200946694,38.17570742474953,7.51910965818951,1.4496631797161157,39.00010074267756
Canagliflozin,C-reactive protein increased,1,170,86,26011,2.631200430165345,0.5274347861069387,13.126202302285378,2.6455511670876204,0.5229445625012054,13.383714985395875
Canagliflozin,COVID-19,5,166,419,25678,1.989342240208443,0.869416701473299,4.551882362014974,2.0220232151102233,0.8600192061008954,4.754054157675429
Canagliflozin,COVID-19 pneumonia,1,170,20,26077,11.102382302892796,2.129965084990053,57.870851343163125,11.19125956655461,2.1179714996536876,59.13407744461102
Canagliflozin,Cachexia,2,169,6,26091,58.35867620751341,13.676602208681647,249.01909383103163,59.204674381665534,13.661114725333025,256.5818045681915
Canagliflozin,Carbon dioxide abnormal,1,170,2,26095,91.03953488372093,12.092377694342721,685.4067182934399,91.8316715542522,12.062289694315801,699.125631547551
Canagliflozin,Cardiac arrest,1,170,108,25989,2.0976851355696065,0.42167018580089083,10.435366492966745,2.1073421895482247,0.41771662604552445,10.631348687006586
Canagliflozin,Cardiac failure,2,169,198,25899,1.9109893972233614,0.5539233153917111,6.592754583218168,1.9244258190113164,0.5477820787644008,6.760744603457904
Canagliflozin,Cardiac failure acute,1,170,22,26075,10.115503875968992,1.9504641143856627,52.46106191344742,10.195698924731182,1.9392521176417237,53.60431251722876
Canagliflozin,Cardiac failure congestive,3,168,99,25998,5.337326165712283,1.8577984884262668,15.333767777649681,5.427418994080194,1.849328870878373,15.92841457307232
Canagliflozin,Cardiac murmur,1,170,34,26063,6.597067745197169,1.295326879118258,33.59870279565746,6.646308810404182,1.287093827550943,34.320280198459635
Canagliflozin,Cardiac ventricular thrombosis,1,170,3,26094,65.02823920265782,9.659514564632746,437.7727126455092,65.5915374947633,9.628846870096298,446.80841319516315
Canagliflozin,Cardiomegaly,1,170,16,26081,13.7938689217759,2.6103108859834316,72.89201483732492,13.906424953345775,2.5962993428756023,74.48627043476625
Canagliflozin,Carotid artery disease,1,170,3,26094,65.02823920265782,9.659514564632746,437.7727126455092,65.5915374947633,9.628846870096298,446.80841319516315
Canagliflozin,Carotid artery occlusion,1,170,28,26069,7.985924112607099,1.5568022073449967,40.965373527496915,8.047383855533262,1.547356478907145,41.852273733351915
Canagliflozin,Carotid artery stenosis,1,170,4,26093,50.577519379844965,8.018045152500903,319.04104029904363,51.01368523949169,7.9889718289630585,325.7485615707465
Canagliflozin,Cataract,4,167,212,25885,3.2131600547195625,1.278501046144538,8.075392326333867,3.2726180860403864,1.2707725308147737,8.42796714390085
Canagliflozin,Cellulitis,1,170,100,25997,2.2646650468587293,0.4548363952816273,11.275939717374722,2.2757911323149647,0.4507139956937745,11.491156980717134
Canagliflozin,Cerebral atrophy,1,170,6,26091,35.01520572450805,5.969808646073112,205.37754300317764,35.31445973381457,5.944739413772618,209.78397529115176
Canagliflozin,Cerebral fungal infection,3,168,0,26097,1062.1279069767443,55.06884292468591,20485.552825608687,1084.1691394658753,55.78240428163866,21071.567963180798
Canagliflozin,Cerebral haemorrhage,2,169,27,26070,13.793868921775898,3.8121840247844374,49.91123686425238,13.982569053365513,3.7973310366529534,51.48675094296321
Canagliflozin,Cerebral microangiopathy,1,170,1,26096,151.7325581395349,15.86124548095679,1451.5108052018197,153.05865102639297,15.84102990005985,1478.8780023659099
Canagliflozin,Cerebral microhaemorrhage,1,170,0,26097,455.1976744186046,18.607769331281133,11135.398290206564,459.19354838709677,18.63915296480507,11312.67688389497
Canagliflozin,Cerumen impaction,1,170,3,26094,65.02823920265782,9.659514564632746,437.7727126455092,65.5915374947633,9.628846870096298,446.80841319516315
Canagliflozin,Chest discomfort,2,169,162,25935,2.3343470483005366,0.6754691208942081,8.067246856074824,2.354027683231223,0.6689255669360284,8.28410006632159
Canagliflozin,Chest pain,2,169,258,25839,1.4674328640187126,0.4261258426576219,5.053341043510273,1.474327154048487,0.42041413320586485,5.170236644019628
Canagliflozin,Chills,1,170,155,25942,1.4636581171016227,0.295203966993898,7.256999645271535,1.4677372207711383,0.2918988202860411,7.380134483332148
Canagliflozin,Chronic obstructive pulmonary disease,1,170,65,26032,3.474791407775608,0.6934615597282832,17.411455845198077,3.4965637662017865,0.6881392072668255,17.766693195225262
Canagliflozin,Chronic sinusitis,1,170,15,26082,14.683795948987248,2.766227090275863,77.94510589150227,14.80418125059124,2.7515836404222553,79.65005289344016
Canagliflozin,Circumstance or information capable of leading to device use error,1,170,1,26096,151.7325581395349,15.86124548095679,1451.5108052018197,153.05865102639297,15.84102990005985,1478.8780023659099
Canagliflozin,Cognitive disorder,2,169,100,25997,3.774441744764549,1.08578795001148,13.120803638012958,3.815362714451342,1.0779307935903721,13.50457072883045
Canagliflozin,Cold sweat,1,170,21,26076,10.585992428339642,2.0362689628185655,55.0336118357117,10.670326672577236,2.024681489783999,56.23396661351404
Canagliflozin,Colitis ulcerative,3,168,83,26014,6.360047347166134,2.206050625784527,18.33602628398877,6.471383642211126,2.1974965913961806,19.057506805082244
Canagliflozin,Colon operation,1,170,1,26096,151.7325581395349,15.86124548095679,1451.5108052018197,153.05865102639297,15.84102990005985,1478.8780023659099
Canagliflozin,Compression fracture,1,170,11,26086,19.791203235591507,3.634065839787852,107.78333216311623,19.956521739130434,3.6161134970426545,110.13558071396118
Canagliflozin,Condition aggravated,3,168,451,25646,1.176221380926627,0.4153363041991522,3.331027706852132,1.1798817656936489,0.4077272775847341,3.4143435025071414
Canagliflozin,Constipation,6,165,841,25256,1.172028078320828,0.5497470396301029,2.498694340030776,1.1787844681038213,0.5367372351272832,2.588851175777458
Canagliflozin,Contraindicated product administered,1,170,73,26024,3.096582819174181,0.6192086694166316,15.485611926329355,3.1150278293135436,0.6142569154420158,15.796970507715553
Canagliflozin,Contusion,3,168,167,25930,3.170531065602222,1.1118429304742528,9.041085716721698,3.2156162806147304,1.1037151550340243,9.368529567609096
Canagliflozin,Cortisol decreased,2,169,9,26088,39.92962056303549,9.994209112862318,159.52984176167203,40.50380375718056,9.974466915071448,164.47576925853602
Canagliflozin,Cortisol increased,1,170,2,26095,91.03953488372093,12.092377694342721,685.4067182934399,91.8316715542522,12.062289694315801,699.125631547551
Canagliflozin,Cough,8,163,572,25525,2.252797806438509,1.1638492729195482,4.360614449638426,2.317927967629502,1.1574143115864721,4.642062923651367
Canagliflozin,Crohn's disease,3,168,71,26026,7.427467880956254,2.5669362838574825,21.49148752525083,7.560976115872259,2.558344979229808,22.34583697230751
Canagliflozin,Cystitis,1,170,93,26004,2.434212162666335,0.48845284916808607,12.13093313502953,2.4468298649771825,0.4841598304543037,12.365702422124679
Canagliflozin,Cytokine release syndrome,1,170,16,26081,13.7938689217759,2.6103108859834316,72.89201483732492,13.906424953345775,2.5962993428756023,74.48627043476625
Canagliflozin,Deafness unilateral,1,170,9,26088,23.957772337821297,4.309345382426801,133.19305009329335,24.159746874517673,4.2890648395247934,136.0887258364312
Canagliflozin,Death,2,169,986,25111,0.3845224484022678,0.11215811375151373,1.3182952920628905,0.375444608408201,0.107530057008266,1.3108767716169971
Canagliflozin,Decreased appetite,5,166,637,25460,1.3090652074783402,0.5731947663968499,2.9896499722118324,1.3192745686863334,0.5621512103526549,3.096116054772257
Canagliflozin,Dehydration,1,170,497,25600,0.45748509991819564,0.0927612794814099,2.2562497824224748,0.4527122415597047,0.09050927993799032,2.264390721022491
Canagliflozin,Dementia Alzheimer's type,1,170,19,26078,11.671735241502684,2.232692608139605,61.01574531625704,11.765621475298895,2.220258443999256,62.34852932285979
Canagliflozin,Depression,2,169,341,25756,1.1107800742279275,0.32302964193372496,3.8195639443978395,1.1124139986265693,0.3176693113967554,3.895449953599113
Canagliflozin,Dermatochalasis,1,170,1,26096,151.7325581395349,15.86124548095679,1451.5108052018197,153.05865102639297,15.84102990005985,1478.8780023659099
Canagliflozin,Diabetes mellitus,2,169,252,25845,1.502302555836979,0.43618931989518483,5.174159169730816,1.509711148105961,0.4304435446496505,5.295067794710555
Canagliflozin,Diabetic foot infection,1,170,5,26092,41.381606765327696,6.8459285295838175,250.13953491920535,41.73687016795521,6.818882807737064,255.46213075259533
Canagliflozin,Diabetic ketoacidosis,19,152,162,25935,18.207906976744187,11.666251396065466,28.417686643164565,20.40826229508197,12.428241239436177,33.51215685959435
Canagliflozin,Dialysis,1,170,7,26090,30.346511627906978,5.291110906275103,174.04866091363166,30.604692082111438,5.267836232901846,177.8049157243621
Canagliflozin,Diarrhoea,7,164,1765,24332,0.6445733141016775,0.31965031168107155,1.299778983686887,0.6283684500029698,0.3017834810822518,1.3083781376738721
Canagliflozin,Disease recurrence,1,170,18,26079,12.302639849151477,2.345822173378421,64.52106599365565,12.402076563366887,2.332908487154056,65.93122016168357
Canagliflozin,Disturbance in attention,2,169,83,26014,4.542890962261524,1.3027766785556576,15.841439776061925,4.595145991203434,1.2942525881720663,16.31471852823969
Canagliflozin,Diverticulum intestinal haemorrhagic,2,169,3,26094,108.38039867109634,21.5322936036298,545.520650625238,109.96418036241045,21.54423363770915,561.2694870525236
Canagliflozin,Dizziness,8,163,845,25252,1.5254012349923671,0.7893541146055271,2.9477884319119076,1.5527156722855484,0.7765305591735779,3.1047406061224283
Canagliflozin,Drug hypersensitivity,1,170,189,25908,1.2010492728723077,0.24257431398111556,5.946711060180096,1.2028180348037356,0.23954115913901974,6.039760473937903
Canagliflozin,Drug ineffective,10,161,976,25121,1.6315328832208051,0.9050026008207067,2.9413170156824244,1.6725922966809814,0.8930498639885158,3.1325966261527087
Canagliflozin,Drug ineffective for unapproved indication,1,170,35,26062,6.411234850966263,1.2600525362648685,32.620808364139656,6.458841022675643,1.2519854892457314,33.32037608625182
Canagliflozin,Drug interaction,3,168,226,25871,2.344653216284204,0.824574199123917,6.666954545112699,2.3725836985215607,0.8166369318917542,6.893091882888778
Canagliflozin,Drug intolerance,2,169,126,25971,2.998667156907804,0.8653494938387455,10.391182732456945,3.028146023528863,0.8581895144181443,10.68489906455072
Canagliflozin,Drug level above therapeutic,2,169,9,26088,39.92962056303549,9.994209112862318,159.52984176167203,40.50380375718056,9.974466915071448,164.47576925853602
Canagliflozin,Drug level decreased,1,170,18,26079,12.302639849151477,2.345822173378421,64.52106599365565,12.402076563366887,2.332908487154056,65.93122016168357
Canagliflozin,Drug level increased,2,169,24,26073,15.482914095870907,4.250691710131573,56.395675162407386,15.696526398169887,4.234992517145403,58.177420614314876
Canagliflozin,Drug resistance,1,170,18,26079,12.302639849151477,2.345822173378421,64.52106599365565,12.402076563366887,2.332908487154056,65.93122016168357
Canagliflozin,Drug-induced liver injury,2,169,67,26030,5.619724375538329,1.604575287922224,19.68203193376767,5.687861903201136,1.595155425112396,20.2812669665762
Canagliflozin,Dry mouth,1,170,147,25950,1.5430429641308632,0.3110848437358165,7.653801324939404,1.5478204682141259,0.3076978723378895,7.786040844610632
Canagliflozin,Duodenal ulcer,1,170,9,26088,23.957772337821297,4.309345382426801,133.19305009329335,24.159746874517673,4.2890648395247934,136.0887258364312
Canagliflozin,Duodenal ulcer perforation,1,170,30,26067,7.462256957682043,1.4586574200946694,38.17570742474953,7.51910965818951,1.4496631797161157,39.00010074267756
Canagliflozin,Dyspepsia,1,170,352,25745,0.6456704601682335,0.1307882072600424,3.1875224216887337,0.6425531914893617,0.12833695858571886,3.2171138263136965
Canagliflozin,Dysphonia,1,170,76,26021,2.9751481988144093,0.5953049601988284,14.868861166472172,2.992524869185211,0.5904730469718782,15.166153880548693
Canagliflozin,Dyspnoea,5,166,820,25277,1.0170981959383814,0.44571514378110455,2.3209638591260395,1.017663001209619,0.4339742311887589,2.3864043291098413
Canagliflozin,Dyspnoea exertional,1,170,90,26007,2.514904278555827,0.5044307629417708,12.538377900295712,2.528231882179485,0.5000568299174992,12.782460047837732
Canagliflozin,Dystonia,1,170,9,26088,23.957772337821297,4.309345382426801,133.19305009329335,24.159746874517673,4.2890648395247934,136.0887258364312
Canagliflozin,Dysuria,2,169,82,26015,4.597956307258633,1.3182736236192918,16.037036488234307,4.651023509430589,1.3097026350108523,16.51674136327654
Canagliflozin,Eating disorder,1,170,67,26030,3.371834625322997,0.673277512529054,16.88645250874387,3.3927012056044314,0.66805564964627,17.229734493832115
Canagliflozin,Eczema,2,169,70,26027,5.380587168068613,1.5377809614673519,18.82629516076192,5.445197598276114,1.5285561639104233,19.397505688256498
Canagliflozin,Enuresis,1,170,4,26093,50.577519379844965,8.018045152500903,319.04104029904363,51.01368523949169,7.9889718289630585,325.7485615707465
Canagliflozin,Euglycaemic diabetic ketoacidosis,3,168,182,25915,2.9099394711691624,1.0213772540003423,8.29051919132069,2.949611804398195,1.013305930437008,8.585965536482197
Canagliflozin,Excessive cerumen production,1,170,4,26093,50.577519379844965,8.018045152500903,319.04104029904363,51.01368523949169,7.9889718289630585,325.7485615707465
Canagliflozin,Excessive skin,1,170,1,26096,151.7325581395349,15.86124548095679,1451.5108052018197,153.05865102639297,15.84102990005985,1478.8780023659099
Canagliflozin,Extra dose administered,1,170,592,25505,0.384133058581101,0.0779183887188103,1.89375331190915,0.3787148743457441,0.07574434009041443,1.8935402418122511
Canagliflozin,Eye disorder,1,170,38,26059,5.911658109332528,1.1648839331851613,30.001016072115426,5.9548691777430784,1.1572676118003533,30.641544412418945
Canagliflozin,Eye infection,1,170,26,26071,8.588635366388766,1.6691011052865574,44.194241572993114,8.655397554362862,1.6591442236521152,45.153342160433404
Canagliflozin,Eye pruritus,1,170,52,26045,4.335215946843854,0.861291744145192,21.82082602500953,4.364558022622539,0.8551410437123969,22.276286318968335
Canagliflozin,Eye swelling,1,170,27,26070,8.276321353065539,1.610997759090199,42.518678100391725,8.340335910423887,1.601304621506818,43.440331192730554
Canagliflozin,Facial pain,1,170,36,26061,6.235584581076775,1.2266480404337667,31.69818381971475,6.281645442493874,1.2187387255790085,32.37697189482308
Canagliflozin,Facial paresis,3,168,1,26096,354.0426356589148,52.590690407444974,2383.4292132922183,361.3758654797231,53.046330727013306,2461.8576697278727
Canagliflozin,Fall,6,165,656,25441,1.502302555836979,0.7040661891663849,3.2055409051051105,1.5220304507792168,0.6924622024206295,3.3454196994452037
Canagliflozin,Fatigue,15,156,1462,24635,1.6081057443848141,0.9975770812529835,2.592284981001515,1.6683334698670162,0.9873350286584929,2.819039622710723
Canagliflozin,Feeling abnormal,2,169,291,25806,1.301308388846783,0.3781424088922793,4.478216362569918,1.3057524653784462,0.3725936980036918,4.576001982795201
Canagliflozin,Fistula,2,169,15,26082,24.47299324831208,6.48937064553602,92.29360306980234,24.819202588257685,6.47054458273932,95.1995321630556
Canagliflozin,Flank pain,1,170,45,26052,5.002172246358293,0.990346580188392,25.26562688536505,5.037381972865844,0.983567688927317,25.799156912350483
Canagliflozin,Flatulence,1,170,182,25915,1.247116916215355,0.25181732873591417,6.176304905297329,1.2492909653316193,0.24873631419168438,6.274628299173321
Canagliflozin,Fluid retention,1,170,105,25992,2.157334949851207,0.4335247701267882,10.735474433187242,2.16751678225459,0.42951080432313765,10.938325541679989
Canagliflozin,Fluorosis,1,170,0,26097,455.1976744186046,18.607769331281133,11135.398290206564,459.19354838709677,18.63915296480507,11312.67688389497
